date,code,exchange,open,high,low,close,volume,count_trx
2004-08-19,GOOGL,NASDAQ,2.5026752425,2.604023455,2.40132703,2.5108081238,447061840.0,
2004-08-20,GOOGL,NASDAQ,2.53946089,2.72964519,2.514937125,2.7103765175,228589960.0,
2004-08-23,GOOGL,NASDAQ,2.77168593,2.83975189,2.7288944625,2.73765295,182804880.0,
2004-08-24,GOOGL,NASDAQ,2.78369757,2.7927063,2.5917615725,2.6242930975,152644480.0,
2004-08-25,GOOGL,NASDAQ,2.62654528,2.702619,2.59951909,2.6525705,91982200.0,
2004-08-26,GOOGL,NASDAQ,2.6262950375,2.7013677875,2.619038005,2.7003668175,71023360.0,
2004-08-27,GOOGL,NASDAQ,2.705121425,2.718134035,2.6448129825,2.6563241375,62179540.0,
2004-08-30,GOOGL,NASDAQ,2.6398081325,2.6398081325,2.5527237425,2.5527237425,52032400.0,
2004-08-31,GOOGL,NASDAQ,2.56048126,2.5952649675,2.55647738,2.5617324725,49268540.0,
2004-09-01,GOOGL,NASDAQ,2.569990475,2.5767470225,2.4941669975,2.5086810625,91491560.0,
2004-09-02,GOOGL,NASDAQ,2.4796529325,2.5617324725,2.475899295,2.5402116175,151340260.0,
2004-09-03,GOOGL,NASDAQ,2.5261980375,2.545967195,2.48540851,2.5026752425,51574100.0,
2004-09-07,GOOGL,NASDAQ,2.5276994925,2.5524735,2.4926655425,2.541963315,58541460.0,
2004-09-08,GOOGL,NASDAQ,2.520942945,2.5782484775,2.514937125,2.559980775,49904520.0,
2004-09-09,GOOGL,NASDAQ,2.564985625,2.5702407175,2.52744925,2.5602310175,40657060.0,
2004-09-10,GOOGL,NASDAQ,2.5424638,2.66658408,2.534956525,2.6358042525,87077700.0,
2004-09-13,GOOGL,NASDAQ,2.6683357775,2.7128789425,2.664081655,2.690106875,78546440.0,
2004-09-14,GOOGL,NASDAQ,2.68860542,2.802716,2.6723396575,2.7899536325,109767140.0,
2004-09-15,GOOGL,NASDAQ,2.76668108,2.8585200775,2.75767235,2.802716,107249040.0,
2004-09-16,GOOGL,NASDAQ,2.811224245,2.89780815,2.7939575125,2.8520137725,92755720.0,
2004-09-17,GOOGL,NASDAQ,2.863274685,2.9400991325,2.8415035875,2.9400991325,94972540.0,
2004-09-20,GOOGL,NASDAQ,2.9265860375,3.0429488,2.9220816725,2.98689448,106651240.0,
2004-09-21,GOOGL,NASDAQ,3.00791485,3.013420185,2.9405996175,2.94885762,72358060.0,
2004-09-22,GOOGL,NASDAQ,2.9390981625,2.9946519975,2.9230826425,2.962370715,75887860.0,
2004-09-23,GOOGL,NASDAQ,2.97388187,3.0687237775,2.928337735,3.023429885,85461640.0,
2004-09-24,GOOGL,NASDAQ,3.0271835225,3.105509425,2.99690418,2.9986558775,91334140.0,
2004-09-27,GOOGL,NASDAQ,2.99189933,3.02493134,2.94785665,2.959367805,70736360.0,
2004-09-28,GOOGL,NASDAQ,3.0316878875,3.18808945,3.0081650925,3.174576355,169520540.0,
2004-09-29,GOOGL,NASDAQ,3.16907102,3.378774235,3.1588110775,3.28017869,305499820.0,
2004-09-30,GOOGL,NASDAQ,3.2506250507,3.310708275,3.22812825,3.2431428,137802500.0,
2004-10-01,GOOGL,NASDAQ,3.2731719,3.35925532,3.225625825,3.317715065,151426580.0,
2004-10-04,GOOGL,NASDAQ,3.398793635,3.4250690975,3.3540002275,3.379775205,130837500.0,
2004-10-05,GOOGL,NASDAQ,3.369765505,3.4666093525,3.30920682,3.4626054725,150145020.0,
2004-10-06,GOOGL,NASDAQ,3.4450884975,3.4646074125,3.403298,3.43032419,133997660.0,
2004-10-07,GOOGL,NASDAQ,3.41731158,3.50039209,3.4170613375,3.4746171125,141337460.0,
2004-10-08,GOOGL,NASDAQ,3.4716142025,3.49538724,3.428822735,3.4465899525,110877480.0,
2004-10-11,GOOGL,NASDAQ,3.4285724925,3.474867355,3.3494958625,3.384780055,104985260.0,
2004-10-12,GOOGL,NASDAQ,3.3655113825,3.4435870425,3.33823495,3.43833195,118402860.0,
2004-10-13,GOOGL,NASDAQ,3.58647551,3.5922310875,3.50539694,3.525916825,197896660.0,
2004-10-14,GOOGL,NASDAQ,3.528919735,3.562952715,3.46736008,3.5534435,104686080.0,
2004-10-15,GOOGL,NASDAQ,3.6272650375,3.641028375,3.5521922875,3.6062446675,132088960.0,
2004-10-18,GOOGL,NASDAQ,3.5834726,3.7336181,3.5336743425,3.73261713,140655600.0,
2004-10-19,GOOGL,NASDAQ,3.766149625,3.8136957,3.6873232375,3.702087545,181388020.0,
2004-10-20,GOOGL,NASDAQ,3.702087545,3.7283630075,3.4933853,3.5156568825,227792540.0,
2004-10-21,GOOGL,NASDAQ,3.6067451525,3.7568906525,3.543934285,3.738122465,299960000.0,
2004-10-22,GOOGL,NASDAQ,4.2650080488,4.5086191225,4.10597894,4.3149314275,738396820.0,
2004-10-25,GOOGL,NASDAQ,4.41127479,4.8654649275,4.3179343375,4.68954445,655505540.0,
2004-10-26,GOOGL,NASDAQ,4.6657463883,4.82067152,4.504365,4.54940865,446277200.0,
2004-10-27,GOOGL,NASDAQ,4.5616705325,4.74259586,4.5486579225,4.6537597725,267469640.0,
2004-10-28,GOOGL,NASDAQ,4.6702757775,4.8644639575,4.6445008,4.837187525,297132080.0,
2004-10-29,GOOGL,NASDAQ,4.9765725975,5.0035987875,4.76962205,4.77062302,423669320.0,
2004-11-01,GOOGL,NASDAQ,4.842192375,4.9465434975,4.7863882975,4.9055037275,244672360.0,
2004-11-02,GOOGL,NASDAQ,4.9730692025,4.9860818125,4.838188495,4.8764755975,227319900.0,
2004-11-03,GOOGL,NASDAQ,4.9595561075,5.0448888,4.7733756875,4.7963979975,277952120.0,
2004-11-04,GOOGL,NASDAQ,4.7108150625,4.7646172,4.5881962375,4.621978975,289487760.0,
2004-11-05,GOOGL,NASDAQ,4.5544135,4.561920775,4.2178373375,4.2378567375,397040040.0,
2004-11-08,GOOGL,NASDAQ,4.2773950525,4.39025442,4.23910795,4.3179343375,224001540.0,
2004-11-09,GOOGL,NASDAQ,4.356721925,4.3842486,4.1357577975,4.221590975,223210720.0,
2004-11-10,GOOGL,NASDAQ,4.2708887475,4.31718361,4.1622835025,4.200570605,213028260.0,
2004-11-11,GOOGL,NASDAQ,4.2323514025,4.5982059375,4.1933135725,4.579938235,300464180.0,
2004-11-12,GOOGL,NASDAQ,4.6352418275,4.74960265,4.43930195,4.5544135,334921360.0,
2004-11-15,GOOGL,NASDAQ,4.5156259125,4.71256676,4.4730846875,4.6262330975,238030240.0,
2004-11-16,GOOGL,NASDAQ,4.441804375,4.4911021475,4.2748926275,4.3178092163,418576180.0,
2004-11-17,GOOGL,NASDAQ,4.229598735,4.441804375,4.22909825,4.316683125,362757340.0,
2004-11-18,GOOGL,NASDAQ,4.2641322,4.364729685,4.1472689525,4.192562845,332665400.0,
2004-11-19,GOOGL,NASDAQ,4.230599705,4.253622015,4.16703811,4.23910795,176332180.0,
2004-11-22,GOOGL,NASDAQ,4.2202146413,4.241610375,4.0366617675,4.131503675,247442080.0,
2004-11-23,GOOGL,NASDAQ,4.2019469387,4.2748926275,4.166537625,4.19206236,248531460.0,
2004-11-24,GOOGL,NASDAQ,4.37523987,4.4345473425,4.3169333675,4.37323793,305809460.0,
2004-11-26,GOOGL,NASDAQ,4.39926315,4.5051157275,4.38725151,4.4891002075,129600500.0,
2004-11-29,GOOGL,NASDAQ,4.5107461838,4.5781865375,4.4420546175,4.5306404625,213396980.0,
2004-11-30,GOOGL,NASDAQ,4.521881975,4.57943775,4.5106210625,4.553913015,154911480.0,
2004-12-01,GOOGL,NASDAQ,4.5486579225,4.566925625,4.4931040875,4.50336403,157362940.0,
2004-12-02,GOOGL,NASDAQ,4.501862575,4.5421516175,4.4680798375,4.48935045,125412520.0,
2004-12-03,GOOGL,NASDAQ,4.50136209,4.530890705,4.4443068,4.5143747,117474660.0,
2004-12-06,GOOGL,NASDAQ,4.4825939025,4.521881975,4.404768485,4.4115250325,125150700.0,
2004-12-07,GOOGL,NASDAQ,4.404268,4.40927285,4.2678858375,4.2899071775,137442760.0,
2004-12-08,GOOGL,NASDAQ,4.2683863225,4.34621174,4.2223417025,4.253622015,150844080.0,
2004-12-09,GOOGL,NASDAQ,4.2603785625,4.341707375,4.2158353975,4.3399556775,153098040.0,
2004-12-10,GOOGL,NASDAQ,4.3399556775,4.37624084,4.2864037825,4.2954125125,86409300.0,
2004-12-13,GOOGL,NASDAQ,4.3049217275,4.333699615,4.2403591625,4.2653834125,96375780.0,
2004-12-14,GOOGL,NASDAQ,4.27914675,4.474836385,4.2441128,4.4715832325,222048020.0,
2004-12-15,GOOGL,NASDAQ,4.4540662575,4.5216317325,4.420784005,4.498859665,230917260.0,
2004-12-16,GOOGL,NASDAQ,4.434797585,4.5166268825,4.4030167875,4.4160293975,171545220.0,
2004-12-17,GOOGL,NASDAQ,4.42328643,4.516877125,4.4180313375,4.50636694,148353080.0,
2004-12-20,GOOGL,NASDAQ,4.5544135,4.716070155,4.5511603475,4.629986735,196443820.0,
2004-12-21,GOOGL,NASDAQ,4.66151729,4.70155609,4.58944745,4.5982059375,110493340.0,
2004-12-22,GOOGL,NASDAQ,4.601959575,4.6757811125,4.5796879925,4.662017775,78204060.0,
2004-12-23,GOOGL,NASDAQ,4.6907956625,4.71957355,4.6545105,4.702056575,72313520.0,
2004-12-27,GOOGL,NASDAQ,4.7333368875,4.837187525,4.732085675,4.8024038175,122111900.0,
2004-12-28,GOOGL,NASDAQ,4.8074086675,4.8434435875,4.7798819925,4.82367443,82961960.0,
2004-12-29,GOOGL,NASDAQ,4.8039052725,4.84269286,4.799150665,4.827177825,53585620.0,
2004-12-30,GOOGL,NASDAQ,4.8289295225,4.9605570775,4.8009023625,4.9447918,118099560.0,
2004-12-31,GOOGL,NASDAQ,4.9855813275,5.00184709,4.81866958,4.8244251575,153544580.0,
2005-01-03,GOOGL,NASDAQ,4.93978695,5.09593827,4.891239905,5.0726657175,317213840.0,
2005-01-04,GOOGL,NASDAQ,5.0381322525,5.0781710525,4.84169189,4.867216625,275247920.0,
2005-01-05,GOOGL,NASDAQ,4.8409411625,4.927274825,4.8104115775,4.8424426175,164790900.0,
2005-01-06,GOOGL,NASDAQ,4.8859848125,4.902250575,4.69755221,4.7183223375,207796060.0,
2005-01-07,GOOGL,NASDAQ,4.77062302,4.8609605625,4.724077915,4.8509508625,193323500.0,
2005-01-10,GOOGL,NASDAQ,4.867216625,4.957303925,4.8004018775,4.881230205,151095900.0,
2005-01-11,GOOGL,NASDAQ,4.895243785,4.9475444675,4.834184615,4.843193345,139250880.0,
2005-01-12,GOOGL,NASDAQ,4.8629625025,4.9030013025,4.767119625,4.889237965,167225900.0,
2005-01-13,GOOGL,NASDAQ,4.889237965,4.9395367075,4.8559557125,4.8879867525,137051460.0,
2005-01-14,GOOGL,NASDAQ,4.904753,5.0051002425,4.8579576525,5.0040992725,192874940.0,
2005-01-18,GOOGL,NASDAQ,5.0271215825,5.130471735,4.971317505,5.102444575,264742540.0,
2005-01-19,GOOGL,NASDAQ,5.12096252,5.137478525,4.9225202175,4.937284525,227031660.0,
2005-01-20,GOOGL,NASDAQ,4.819170065,4.9110090625,4.804656,4.85270256,180075540.0,
2005-01-21,GOOGL,NASDAQ,4.86571517,4.88873748,4.70756191,4.71156579,185893700.0,
2005-01-24,GOOGL,NASDAQ,4.7218257325,4.7378412525,4.51237276,4.52238246,280684640.0,
2005-01-25,GOOGL,NASDAQ,4.55941835,4.56041932,4.4115250325,4.43229516,213920260.0,
2005-01-26,GOOGL,NASDAQ,4.4860972975,4.7398431925,4.4830943875,4.73558907,246918700.0,
2005-01-27,GOOGL,NASDAQ,4.72357743,4.726079855,4.6344911,4.70656094,132624420.0,
2005-01-28,GOOGL,NASDAQ,4.755107985,4.872221475,4.663018745,4.763115745,244254540.0,
2005-01-31,GOOGL,NASDAQ,4.8469469825,4.91376173,4.79764921,4.895243785,192011220.0,
2005-02-01,GOOGL,NASDAQ,4.864213715,4.921269005,4.7703727775,4.802153575,383079380.0,
2005-02-02,GOOGL,NASDAQ,5.3939770875,5.4252574,5.096438755,5.15399453,657485220.0,
2005-02-03,GOOGL,NASDAQ,5.1547452575,5.3394242225,5.1502408925,5.276613355,260117700.0,
2005-02-04,GOOGL,NASDAQ,5.1667568975,5.1987879375,5.06991305,5.11395573,296462680.0,
2005-02-07,GOOGL,NASDAQ,5.136477555,5.1650052,4.8924911175,4.9055037275,259633960.0,
2005-02-08,GOOGL,NASDAQ,4.92877628,5.005350485,4.8679673525,4.97081702,229864320.0,
2005-02-09,GOOGL,NASDAQ,5.02386843,5.0448888,4.741094405,4.794145815,346208500.0,
2005-02-10,GOOGL,NASDAQ,4.8039052725,4.8099110925,4.6357423125,4.704058515,379734500.0,
2005-02-11,GOOGL,NASDAQ,4.671026505,4.81266376,4.6562621975,4.68954445,262522740.0,
2005-02-14,GOOGL,NASDAQ,4.5761845975,4.83168219,4.52938925,4.8294300075,771523380.0,
2005-02-15,GOOGL,NASDAQ,4.8448199213,5.00084612,4.83168219,4.8854843275,517151520.0,
2005-02-16,GOOGL,NASDAQ,4.872221475,4.9880837525,4.862211775,4.9650614425,333078420.0,
2005-02-17,GOOGL,NASDAQ,4.9505473775,4.9985939375,4.9250226425,4.952299075,208526660.0,
2005-02-18,GOOGL,NASDAQ,4.9675638675,4.97582187,4.921269005,4.9535502875,170140920.0,
2005-02-22,GOOGL,NASDAQ,4.917265125,4.977323325,4.7643669575,4.7888907225,270130240.0,
2005-02-23,GOOGL,NASDAQ,4.837187525,4.86671614,4.721075005,4.8534532875,313014220.0,
