close,high,low,open,volume,code,date
98.46875,98.5,98.09375,98.125,45131,ZB=F,0
98.125,98.15625,98.0625,98.09375,36588,ZB=F,1
98.375,98.40625,98.34375,98.34375,38899,ZB=F,2
98.84375,98.84375,98.75,98.78125,66654,ZB=F,3
98.375,98.375,98.3125,98.34375,34663,ZB=F,4
98.5625,98.59375,98.46875,98.53125,41809,ZB=F,5
98.625,98.6875,98.5625,98.6875,35290,ZB=F,6
98.1875,98.1875,98.0625,98.125,46915,ZB=F,7
97.90625,98.0625,97.84375,97.875,53638,ZB=F,8
97.875,97.90625,97.8125,97.84375,43379,ZB=F,9
98.375,98.375,98.25,98.25,65873,ZB=F,10
99.09375,99.15625,99.03125,99.15625,65873,ZB=F,11
98.875,99.15625,99.03125,99.15625,40254,ZB=F,12
99.375,99.40625,99.125,99.1875,71280,ZB=F,13
99.25,99.34375,99.1875,99.3125,65035,ZB=F,14
99.53125,99.75,98.9375,99.09375,53388,ZB=F,15
99.4375,99.8125,99.15625,99.53125,32274,ZB=F,16
99.375,99.5,99.15625,99.375,56433,ZB=F,17
100.03130340576172,100.15630340576172,99.21875,99.34375,68630,ZB=F,18
100.0,100.875,99.875,100.09380340576172,40424,ZB=F,19
100.3125,100.59380340576172,99.78125,99.9375,29068,ZB=F,20
100.65630340576172,100.84380340576172,100.15630340576172,100.25,46736,ZB=F,21
101.21880340576172,101.3125,100.5,100.65630340576172,51739,ZB=F,22
100.8125,101.25,100.59380340576172,101.21880340576172,52130,ZB=F,23
100.34380340576172,101.125,100.15630340576172,100.90630340576172,82379,ZB=F,24
100.5,101.34380340576172,100.1875,100.3125,33558,ZB=F,25
100.4375,100.84380340576172,100.125,100.5,27608,ZB=F,26
100.25,100.5625,100.1875,100.40630340576172,44970,ZB=F,27
99.78125,100.65630340576172,99.75,100.34380340576172,51447,ZB=F,28
100.03130340576172,100.15630340576172,99.53125,99.84375,27870,ZB=F,29
99.9375,100.1875,99.84375,100.0,59178,ZB=F,30
99.09375,100.1875,99.0,99.875,39354,ZB=F,31
98.75,99.15625,98.5,99.03125,36908,ZB=F,32
98.78125,99.0,98.46875,98.875,86321,ZB=F,33
99.125,99.71875,98.1875,99.0,68472,ZB=F,34
99.28125,99.8125,99.09375,99.125,33499,ZB=F,35
99.3125,99.5625,99.03125,99.28125,40059,ZB=F,36
99.65625,99.84375,99.34375,99.4375,43624,ZB=F,37
99.96875,100.0625,99.21875,99.625,48526,ZB=F,38
100.4375,100.5625,99.84375,99.9375,43453,ZB=F,39
100.8125,100.84380340576172,100.40630340576172,100.4375,36097,ZB=F,40
100.375,100.875,100.25,100.78130340576172,28146,ZB=F,41
100.5625,100.78130340576172,100.34380340576172,100.34380340576172,21798,ZB=F,42
100.875,100.9375,100.34380340576172,100.5625,40623,ZB=F,43
101.8125,101.875,100.75,100.875,16222,ZB=F,44
101.53130340576172,101.625,101.28130340576172,101.53130340576172,30122,ZB=F,45
101.28130340576172,101.3125,101.0625,101.25,69214,ZB=F,46
101.5,101.71880340576172,100.9375,101.25,12530,ZB=F,47
101.9375,101.9375,101.1875,101.53130340576172,5281,ZB=F,48
102.3125,102.8125,101.78130340576172,101.78130340576172,3042,ZB=F,49
102.09380340576172,102.4375,101.90630340576172,102.25,1285,ZB=F,50
101.65630340576172,102.4375,101.59380340576172,102.125,1039,ZB=F,51
102.71880340576172,102.75,101.5625,101.71880340576172,55,ZB=F,52
103.71880340576172,103.71880340576172,102.59380340576172,102.6875,3762,ZB=F,53
103.6875,103.875,102.96880340576172,103.53130340576172,980,ZB=F,54
103.65630340576172,103.84380340576172,102.9375,103.59380340576172,261,ZB=F,55
103.375,103.40630340576172,103.03130340576172,103.09380340576172,785,ZB=F,56
103.4375,103.4375,102.875,103.125,21,ZB=F,57
104.21880340576172,104.21880340576172,103.0625,103.15630340576172,790,ZB=F,58
104.53130340576172,104.875,104.0625,104.0625,1,ZB=F,59
104.53130340576172,104.6875,104.53130340576172,104.53130340576172,1116,ZB=F,60
104.5,105.125,104.5,104.8125,577,ZB=F,61
104.21880340576172,104.46880340576172,104.03130340576172,104.46880340576172,45370,ZB=F,62
105.40630340576172,105.4375,104.375,104.46880340576172,51773,ZB=F,63
105.28130340576172,105.53130340576172,104.625,105.375,12952,ZB=F,64
105.40630340576172,105.65630340576172,104.9375,105.28130340576172,18255,ZB=F,65
105.375,105.6875,104.5,105.59380340576172,13536,ZB=F,66
104.71880340576172,105.3125,104.5625,105.1875,20979,ZB=F,67
104.71880340576172,105.125,104.46880340576172,104.71880340576172,9600,ZB=F,68
