date,open,close,high,low,volume,ask_close,bid_close,ask_open,bid_open
2013-03-13,155.82,156.0,156.14,155.23,92220818.0,156.02,155.98,155.83,155.82
2013-03-14,156.45,156.57,157.29,155.9078,131470623.0,156.6,156.56,156.45,156.45
2013-03-15,156.09,155.83,156.6955,155.3,140653797.0,155.83,155.81,156.09,156.08
2013-03-18,154.52,155.1,155.8309,154.19,122802552.0,155.14,155.11,154.52,154.51
2013-03-19,155.42,154.26,155.51,153.59,166025478.0,154.26,154.24,155.43,155.42
2013-03-20,155.45,155.31,155.96,154.6014,109312858.0,155.35,155.31,155.45,155.44
2013-03-21,155.16,154.28,155.6393,154.1,127339681.0,154.3,154.28,155.17,155.16
2013-03-22,154.69,155.83,155.89,154.25,110026651.0,155.85,155.8,154.69,154.68
2013-03-25,155.96,155.17,156.27,154.35,150003449.0,155.16,155.13,155.98,155.97
2013-03-26,155.43,156.16,156.27,155.34,83480375.0,156.17,156.15,155.43,155.42
2013-03-27,155.4,156.08,156.245,155.0,98805842.0,156.1,156.07,155.4,155.39
2013-03-28,155.98,156.85,156.85,155.75,101062925.0,156.84,156.78,155.99,155.98
2013-04-01,156.66,156.07,156.9184,155.67,97997506.0,156.07,156.04,156.67,156.66
2013-04-02,156.64,156.96,157.21,156.05,100616993.0,156.97,156.96,156.65,156.64
2013-04-03,156.93,155.17,157.03,154.82,155006677.0,155.17,155.15,156.95,156.93
2013-04-04,155.34,155.89,156.17,155.09,130398634.0,155.91,155.88,155.34,155.32
2013-04-05,153.93,155.15,155.8721,149.39,151469800.0,155.15,155.14,153.93,153.92
2013-04-08,155.44,156.5,156.66,154.75,85283471.0,156.47,156.46,155.44,155.43
2013-04-09,156.65,156.67,157.32,155.98,99634818.0,156.68,156.67,156.65,156.65
2013-04-10,157.03,158.67,158.87,156.7928,133379328.0,158.69,158.67,157.03,157.01
2013-04-11,158.8,159.25,159.71,158.54,109025077.0,159.27,159.25,158.8,158.79
2013-04-12,158.65,158.73,159.4493,157.92,111272463.0,158.74,158.73,158.65,158.64
2013-04-15,158.02,154.89,158.8294,154.32,215559352.0,154.92,154.88,158.03,158.02
2013-04-16,156.26,157.26,157.49,155.17,142793105.0,157.28,157.26,156.26,156.26
2013-04-17,156.13,154.99,157.42,154.28,224103701.0,154.99,154.98,156.13,156.12
2013-04-18,155.51,154.18,155.53,153.1258,165995144.0,154.19,154.18,155.51,155.49
2013-04-19,154.51,155.21,155.55,154.12,148996634.0,155.32,155.21,154.53,154.52
2013-04-22,155.68,156.11,156.54,154.75,104520979.0,156.11,156.09,155.68,155.68
2013-04-23,156.62,157.82,158.09,156.17,163862721.0,157.83,157.79,156.62,156.6
2013-04-24,157.73,157.74,158.3,157.08,94216947.0,157.74,157.73,157.74,157.73
2013-04-25,158.51,158.59,159.27,157.8585,128733333.0,158.65,158.59,158.52,158.5
2013-04-26,158.2,158.25,158.61,157.73,93005643.0,158.25,158.21,158.2,158.19
2013-04-29,158.59,159.27,159.67,158.2111,88629998.0,159.27,159.26,158.59,158.58
2013-04-30,159.25,159.77,159.87,158.5975,115119338.0,159.78,159.77,159.26,159.25
2013-05-01,159.5,158.47,159.7496,158.1,139936585.0,158.49,158.47,159.5,159.48
2013-05-02,158.83,159.7,159.89,158.2784,92842403.0,159.71,159.7,158.83,158.82
2013-05-03,160.92,161.49,161.8889,159.7815,144467681.0,161.54,161.5,160.92,160.91
2013-05-06,161.44,161.72,162.01,161.39,66259218.0,161.74,161.71,161.46,161.44
2013-05-07,162.01,162.45,162.6788,161.48,88891420.0,162.46,162.45,162.02,162.0
2013-05-08,162.24,163.31,164.2953,162.22,96374710.0,163.31,163.3,162.24,162.23
2013-05-09,163.17,163.09,163.7,162.47,105266292.0,163.09,163.09,163.18,163.15
2013-05-10,163.04,163.45,163.5515,162.51,102291291.0,163.48,163.45,163.05,163.04
2013-05-13,163.19,163.58,163.81,162.65,79949289.0,163.58,163.57,163.21,163.2
2013-05-14,163.66,165.21,165.35,163.57,119603124.0,165.2,165.17,163.66,163.65
2013-05-15,165.05,165.92,166.45,164.77,119651522.0,165.94,165.92,165.05,165.03
2013-05-16,165.76,165.35,166.36,165.09,112100381.0,165.35,165.34,165.78,165.76
2013-05-17,165.97,167.0,167.05,165.3257,127137723.0,167.0,166.97,165.97,165.97
2013-05-20,166.53,166.89,167.58,166.51,84306394.0,166.9,166.87,166.54,166.53
2013-05-21,167.07,167.11,167.8,166.5,95048743.0,167.11,167.09,167.08,167.07
2013-05-22,167.44,166.33,169.08,165.17,243398407.0,166.33,166.3,167.45,167.43
2013-05-23,164.51,165.66,165.91,163.94,206467449.0,165.67,165.65,164.53,164.51
2013-05-24,164.7,165.45,165.63,163.98,148480379.0,165.44,165.4,164.7,164.7
2013-05-28,166.95,165.83,167.78,165.293,144130721.0,165.83,165.82,166.95,166.94
2013-05-29,165.2,165.11,166.7656,164.34,158278204.0,165.11,165.08,165.21,165.2
2013-05-30,165.55,165.86,166.59,165.22,104318362.0,165.86,165.85,165.55,165.53
2013-05-31,165.07,163.08,166.31,162.86,175077842.0,163.1,163.08,165.07,165.05
2013-06-03,163.92,164.15,164.46,162.6599,166740437.0,164.17,164.14,163.94,163.92
2013-06-04,164.4,163.65,165.1,162.73,156531001.0,163.66,163.65,164.43,164.42
2013-06-05,163.19,161.3,163.5885,161.13,208821430.0,161.3,161.29,163.22,163.21
2013-06-06,161.59,162.78,162.97,160.25,198488716.0,162.81,162.77,161.62,161.6
2013-06-07,163.68,164.6,164.95,162.7306,176032320.0,164.6,164.55,163.68,163.67
2013-06-10,165.05,164.72,165.4,164.21,100100502.0,164.73,164.71,165.06,165.05
2013-06-11,163.36,163.33,164.7631,162.739,154631934.0,163.36,163.33,163.38,163.36
2013-06-12,164.12,161.65,164.39,161.54,175617654.0,161.69,161.66,164.13,164.11
2013-06-13,161.68,164.44,164.5,161.3,160060416.0,164.46,164.44,161.68,161.67
2013-06-14,164.06,162.92,164.67,162.91,139729374.0,162.93,162.91,164.07,164.06
2013-06-17,164.27,164.67,165.2227,163.2192,133813675.0,164.68,164.65,164.27,164.26
2013-06-18,164.59,165.83,166.37,164.43,113666171.0,165.85,165.83,164.59,164.58
2013-06-19,165.61,163.32,165.89,163.18,205929846.0,163.32,163.31,165.65,165.63
2013-06-20,162.0,159.75,163.4668,158.98,317876737.0,159.75,159.71,162.01,162.0
2013-06-21,159.24,158.8866,159.83,157.47,270071892.0,158.91,158.87,159.25,159.24
2013-06-24,157.86,157.19,158.9834,155.73,219549337.0,157.2,157.19,157.87,157.86
2013-06-25,157.93,158.37,160.1,156.34,158266097.0,158.37,158.36,157.96,157.95
2013-06-26,159.53,159.97,160.5,158.5913,130770440.0,159.98,159.95,159.53,159.53
2013-06-27,160.93,161.1,161.82,160.1249,127223000.0,161.12,161.11,160.94,160.93
2013-06-28,160.94,160.19,161.4,159.86,158211735.0,160.19,160.16,160.94,160.94
2013-07-01,161.05,161.21,162.48,160.01,130640520.0,161.21,161.2,161.06,161.05
2013-07-02,161.03,161.259,162.3,160.5,153486309.0,161.25,161.22,161.03,161.03
2013-07-03,160.66,161.5,161.77,160.15,72689185.0,161.5,161.49,160.66,160.64
2013-07-05,162.8,163.27,163.37,161.28,115206489.0,163.29,163.28,162.8,162.8
2013-07-08,163.9,164.1,164.39,163.05,105276375.0,164.11,164.1,163.9,163.89
2013-07-09,164.89,165.18,165.33,163.94,118219177.0,165.19,165.18,164.89,164.88
2013-07-10,165.0,166.35,166.49,164.63,120146383.0,166.38,166.35,165.01,165.0
2013-07-11,166.87,167.4,167.623,165.1674,132778695.0,167.4,167.39,166.87,166.86
2013-07-12,167.35,167.52,167.9332,167.13,102928222.0,167.52,167.45,167.35,167.34
2013-07-15,167.84,168.25,168.39,167.51,68288055.0,168.25,168.23,167.84,167.83
2013-07-16,168.21,167.61,168.36,167.07,87561342.0,167.63,167.61,168.21,168.2
2013-07-17,167.98,168.12,168.48,167.5513,89251629.0,168.13,168.11,167.99,167.97
2013-07-18,168.35,168.42,169.27,168.033,104047322.0,168.44,168.42,168.35,168.34
2013-07-19,168.33,169.5,169.5,168.16,104232665.0,169.5,169.48,168.34,168.33
2013-07-22,169.4,169.57,169.74,169.01,78600687.0,169.57,169.56,169.4,169.39
2013-07-23,169.7,169.24,169.87,169.05,80226152.0,169.24,169.22,169.71,169.7
2013-07-24,169.69,168.8,169.86,168.18,116221299.0,168.83,168.8,169.69,169.69
2013-07-25,168.13,168.99,169.08,167.94,110040638.0,168.99,168.95,168.13,168.11
2013-07-26,167.94,169.21,169.28,167.52,107022816.0,169.21,169.18,167.95,167.94
2013-07-29,168.72,168.69,169.1233,162.123,80011746.0,168.7,168.69,168.74,168.72
2013-07-30,169.21,168.79,169.28,168.19,84378043.0,168.81,168.78,169.22,169.21
2013-07-31,168.95,169.01,169.85,168.49,140825683.0,169.02,169.0,168.96,168.95
2013-08-01,169.73,170.61,170.81,168.5647,108356591.0,170.62,170.6,169.74,169.73
2013-08-02,170.28,170.81,170.9736,170.05,87801051.0,170.85,170.81,170.29,170.28
2013-08-05,170.63,170.52,170.9882,170.35,53567283.0,170.53,170.52,170.62,170.61
2013-08-06,170.47,169.75,170.7402,169.35,87459963.0,169.75,169.73,170.45,170.43
2013-08-07,169.43,169.33,169.8192,168.55,84437367.0,169.33,169.3,169.44,169.42
2013-08-08,169.91,169.93,170.18,168.93,103398160.0,169.93,169.91,169.91,169.9
2013-08-09,169.35,169.01,170.1,168.7,91052759.0,169.03,169.01,169.37,169.35
2013-08-12,168.54,169.27,169.33,168.3393,67029534.0,169.28,169.25,168.55,168.54
2013-08-13,169.45,169.68,169.9,168.41,79915931.0,169.69,169.68,169.46,169.45
2013-08-14,169.32,168.35,169.8,168.21,78977530.0,168.35,168.33,169.32,169.31
2013-08-15,167.43,166.12,168.7968,165.9,149134181.0,166.14,166.12,167.43,167.42
2013-08-16,166.29,165.54,166.63,165.5,129974867.0,165.54,165.52,166.3,166.29
2013-08-19,165.67,165.02,166.21,164.76,95355143.0,165.01,165.0,165.67,165.66
2013-08-20,165.27,165.64,166.2,164.76,87340096.0,165.67,165.64,165.28,165.27
2013-08-21,165.21,164.03,166.03,163.97,158656538.0,164.03,164.02,165.21,165.2
2013-08-22,165.02,166.08,166.3,164.582,99259285.0,166.08,166.07,165.02,165.01
2013-08-23,166.14,166.73,166.83,165.77,91139974.0,166.73,166.66,166.17,166.15
2013-08-26,166.76,165.93,167.3,165.87,88349887.0,165.95,165.92,166.75,166.74
2013-08-27,164.36,163.43,166.0024,163.21,154612253.0,163.43,163.41,164.36,164.36
2013-08-28,163.4,163.67,164.49,163.05,106429573.0,163.67,163.66,163.4,163.4
2013-08-29,164.06,164.45,165.04,163.37,117345226.0,164.45,164.43,164.08,164.06
2013-08-30,164.4,163.45,164.58,163.17,132564979.0,163.47,163.44,164.41,164.39
2013-09-03,165.21,164.34,165.58,163.65,141258069.0,164.37,164.34,165.21,165.19
2013-09-04,164.3,166.03,166.09,164.135,104957287.0,166.04,166.03,164.3,164.29
2013-09-05,165.98,165.9,166.4,165.73,62303431.0,165.92,165.9,165.98,165.97
2013-09-06,166.83,165.95,16166.0,164.48,155548725.0,165.95,165.91,166.84,166.83
2013-09-09,166.42,167.66,167.73,165.9907,90457530.0,167.66,167.65,166.42,166.41
2013-09-10,168.49,168.8,168.95,167.6413,103467895.0,168.82,168.79,168.5,168.49
2013-09-11,168.68,169.55,169.61,168.35,93219279.0,169.56,169.55,168.69,168.67
2013-09-12,169.43,169.08,169.56,168.72,82309960.0,169.08,169.07,169.43,169.42
2013-09-13,169.19,169.48,169.59,168.58,72077806.0,169.56,169.48,169.2,169.19
2013-09-16,171.0,170.27,171.24,169.33,124177762.0,170.29,170.27,171.0,170.99
2013-09-17,170.43,171.12,171.22,170.167,81864400.0,171.12,171.12,170.43,170.42
2013-09-18,171.1,173.13,173.52,170.45,202768167.0,173.13,173.11,171.11,171.1
2013-09-19,173.39,172.89,173.6,172.585,148537086.0,172.89,172.85,173.4,173.39
2013-09-20,172.01,170.66,172.508,170.58,131129449.0,170.66,170.65,172.01,172.0
2013-09-23,170.42,169.75,171.6782,169.39,103589329.0,169.81,169.77,170.42,170.41
2013-09-24,169.79,169.61,170.53,169.21,100366370.0,169.64,169.6,169.79,169.77
2013-09-25,169.69,169.17,169.98,168.89,116753006.0,169.18,169.17,169.69,169.67
2013-09-26,169.44,169.94,170.17,169.05,80359202.0,169.97,169.93,169.45,169.44
2013-09-27,169.07,168.8621,169.69,168.47,97592264.0,168.99,168.94,169.08,169.07
2013-09-30,167.57,168.31,169.32,167.15,142268475.0,168.32,168.31,167.57,167.56
2013-10-01,168.37,169.59,169.69,167.9671,126074859.0,169.6,169.59,168.38,168.38
2013-10-02,168.16,168.76,169.3422,167.83,110470361.0,168.76,168.75,168.18,168.17
2013-10-03,168.81,167.5,169.2304,166.84,180666144.0,167.5,167.49,168.83,168.81
2013-10-04,167.87,168.71,169.06,167.53,96168511.0,168.72,168.7,167.88,167.87
2013-10-07,167.57,167.11,168.8986,145.48,94536679.0,167.12,167.08,167.58,167.56
2013-10-08,167.52,165.71,167.8027,165.16,177783836.0,165.72,165.71,167.52,167.51
2013-10-09,165.83,165.65,166.2,144.28,168553904.0,165.67,165.65,165.83,165.82
2013-10-10,167.07,168.1,169.26,142.62,191428994.0,168.1,168.09,167.07,167.06
2013-10-11,168.9,170.55,170.89,134.71,111957872.0,170.56,170.51,168.9,168.89
2013-10-14,169.11,171.03,171.13,144.86,112168474.0,171.05,171.02,169.12,169.11
2013-10-15,170.79,169.95,171.15,169.47,152795015.0,169.98,169.95,170.79,170.78
2013-10-16,170.81,171.63,172.16,169.7638,161632080.0,171.63,171.62,170.83,170.81
2013-10-17,171.3,173.2,173.39,171.15,128935374.0,173.21,173.2,171.3,171.3
2013-10-18,173.75,174.21,174.51,172.74,138085233.0,174.24,174.17,173.75,173.75
2013-10-21,174.36,174.29,174.75,174.01,106214648.0,174.29,174.26,174.36,174.35
2013-10-22,174.78,175.28,175.93,174.4262,124167245.0,175.29,175.27,174.8,174.78
2013-10-23,174.77,174.65,175.4271,173.0915,103955121.0,174.65,174.62,174.78,174.77
2013-10-24,174.98,175.38,175.5,174.51,68948471.0,175.38,175.36,174.99,174.97
2013-10-25,175.4,175.89,176.05,175.1684,90484408.0,175.89,175.82,175.4,175.4
2013-10-28,175.93,176.26,176.48,175.7,86253117.0,176.26,176.24,175.81,175.8
2013-10-29,176.52,177.22,177.33,175.97,86429512.0,177.25,177.21,176.53,176.52
2013-10-30,177.44,176.21,177.51,175.66,139195815.0,176.23,176.21,177.44,177.44
2013-10-31,176.25,175.95,176.89,175.53,132392355.0,175.96,175.95,176.25,176.24
2013-11-01,175.99,176.0,176.61,175.22,142641246.0,176.0,176.0,175.98,175.97
2013-11-04,176.67,176.74,176.98,175.9875,85478283.0,176.74,176.7,176.68,176.67
2013-11-05,176.11,176.15,176.8095,175.57,84364555.0,176.15,176.12,176.11,176.1
2013-11-06,176.94,176.88,177.5,176.28,85930877.0,176.89,176.88,176.94,176.93
2013-11-07,177.64,174.95,177.68,174.76,155879769.0,174.99,174.94,177.66,177.65
2013-11-08,174.74,177.16,177.31,174.66,131822920.0,177.17,177.13,174.76,174.75
2013-11-11,177.19,177.25,177.8,176.91,65913486.0,177.26,177.24,177.19,177.19
2013-11-12,176.83,176.97,177.3879,176.37,87013819.0,176.99,176.97,176.83,176.83
2013-11-13,176.07,178.57,178.73,176.03,102174781.0,178.58,178.57,176.07,176.06
2013-11-14,178.6,179.2,179.42,178.25,101500107.0,179.22,179.2,178.61,178.6
2013-11-15,179.65,179.82,180.2007,175.4541,110548967.0,179.91,179.82,179.66,179.65
2013-11-18,180.24,179.38,180.5,179.02,103393940.0,179.39,179.38,180.23,180.21
2013-11-19,179.28,179.23,179.87,178.72,98124761.0,179.24,179.2,179.29,179.28
2013-11-20,179.42,178.53,179.93,177.98,126022040.0,178.54,178.53,179.43,179.42
2013-11-21,178.82,179.95,180.0666,178.4462,92208057.0,179.95,179.93,178.83,178.82
2013-11-22,179.94,180.57,180.83,179.6636,80541203.0,180.59,180.56,179.96,179.94
2013-11-25,181.18,180.65,181.7,180.37,77918555.0,180.65,180.64,181.19,181.18
2013-11-26,180.7,180.66,181.22,180.168,86833327.0,180.67,180.65,180.72,180.7
2013-11-27,180.92,181.08,181.24,180.65,57834582.0,181.1,181.08,180.92,180.9
2013-11-29,181.29,181.0,181.75,180.8,55050188.0,181.0,180.94,181.31,181.29
2013-12-02,180.95,180.59,181.63,180.25,98880672.0,180.6,180.58,180.96,180.95
2013-12-03,179.9,179.8,180.987,179.17,116554737.0,179.8,179.79,179.9,179.89
2013-12-04,179.33,179.75,180.48,174.8742,124273602.0,179.78,179.74,179.33,179.31
2013-12-05,179.48,179.07,179.7493,178.7701,104642678.0,179.07,179.03,179.49,179.48
2013-12-06,180.66,181.07,181.11,178.94,117561324.0,181.07,181.05,180.66,180.65
2013-12-09,181.29,181.54,181.67,180.95,69852754.0,181.55,181.52,181.3,181.29
2013-12-10,180.87,180.99,181.4,180.635,74389913.0,181.0,180.99,180.88,180.87
2013-12-11,180.9,178.71,180.93,178.5,132450654.0,178.72,178.71,180.9,180.89
2013-12-12,178.93,178.04,178.93,177.76,110179642.0,178.04,178.02,178.93,178.92
2013-12-13,178.44,177.95,178.66,177.77,106263935.0,177.97,177.94,178.44,178.43
2013-12-16,179.01,179.11,179.81,178.0955,93192713.0,179.11,179.1,179.02,179.01
2013-12-17,179.32,178.52,179.525,178.0956,88575460.0,178.55,178.51,179.34,179.33
2013-12-18,178.86,181.82,181.84,177.32,234870721.0,181.82,181.8,178.86,178.85
2013-12-19,180.77,181.64,181.77,179.4,132926393.0,181.68,181.62,180.77,180.77
2013-12-20,180.79,181.9,182.81,180.52,196436088.0,181.95,181.89,180.79,180.78
2013-12-23,182.56,182.52,183.4403,181.4399,84448018.0,182.52,182.49,182.56,182.54
2013-12-24,182.56,183.35,183.45,182.4518,45134669.0,183.35,183.3,182.57,182.56
2013-12-26,183.48,183.76,183.96,178.675,64585938.0,183.76,183.75,183.5,183.48
2013-12-27,183.94,183.75,184.18,183.66,61553884.0,183.75,183.73,183.94,183.94
2013-12-30,183.85,183.74,184.1102,183.5699,57816450.0,183.74,183.73,183.86,183.85
2013-12-31,184.07,184.9,184.97,182.8077,86796518.0,184.9,184.89,184.08,184.07
2014-01-02,183.89,183.04,184.69,182.47,120337073.0,183.05,183.02,183.9,183.89
2014-01-03,183.3,182.66,183.6,182.62,80310584.0,182.66,182.66,183.3,183.28
2014-01-06,183.26,182.37,183.56,182.08,107221848.0,182.38,182.37,183.26,183.25
2014-01-07,183.08,183.4,183.79,182.36,87167775.0,183.4,183.38,183.12,183.1
2014-01-08,183.29,183.52,183.83,182.89,95120251.0,183.52,183.51,183.3,183.29
2014-01-09,183.91,183.61,184.14,182.7901,90900571.0,183.64,183.61,183.92,183.91
2014-01-10,184.14,184.17,184.29,183.01,92195331.0,184.18,184.17,184.16,184.15
2014-01-13,183.62,181.95,184.18,181.34,150975240.0,181.96,181.94,183.62,183.61
2014-01-14,182.35,183.6,183.78,181.66,105716613.0,183.63,183.6,182.35,182.34
2014-01-15,184.01,184.49,184.94,183.7102,96488437.0,184.53,184.5,184.01,184.0
2014-01-16,184.18,184.14,184.69,183.83,70432475.0,184.15,184.13,184.19,184.18
2014-01-17,184.19,183.59,184.45,183.32,107017316.0,183.62,183.59,184.2,184.19
2014-01-21,184.54,184.05,184.77,183.05,87635672.0,184.09,184.04,184.56,184.54
2014-01-22,184.3,184.4,184.6,183.91,60925694.0,184.4,184.39,184.3,184.29
2014-01-23,183.25,182.84,189.1611,181.82,131610809.0,182.87,182.84,183.26,183.25
2014-01-24,181.81,178.72,182.79,178.43,210389747.0,178.74,178.72,181.84,181.82
2014-01-27,179.34,177.9,182.7017,177.12,178974734.0,177.91,177.89,179.34,179.33
2014-01-28,178.58,180.1,180.34,178.01,107482155.0,180.1,180.09,178.58,178.57
2014-01-29,177.98,177.75,179.1369,176.88,205514597.0,177.76,177.75,177.98,177.96
2014-01-30,178.53,178.9,179.81,177.28,115033130.0,178.9,178.86,178.53,178.53
2014-01-31,176.88,178.09,179.3143,176.79,186190122.0,178.09,178.08,176.88,176.88
2014-02-03,178.14,174.22,178.37,173.72,254281450.0,174.22,174.2,178.14,178.12
2014-02-04,174.99,174.95,176.0111,174.1055,162673079.0,174.96,174.92,175.01,175.0
2014-02-05,174.75,174.94,177.53,173.71,160053087.0,174.96,174.91,174.77,174.76
2014-02-06,175.36,177.23,177.4816,175.17,127678831.0,177.27,177.23,175.36,175.35
2014-02-07,178.43,179.86,179.88,174.094,156930989.0,179.87,179.86,178.45,178.43
2014-02-10,179.51,179.99,180.15,177.3935,92014966.0,179.99,179.97,179.53,179.51
2014-02-11,180.18,181.76,182.4395,180.01,118542523.0,181.76,181.73,180.21,180.19
2014-02-12,181.95,182.05,182.83,181.705,94678320.0,182.06,182.05,181.96,181.95
2014-02-13,181.11,182.72,183.2,180.83,97311381.0,182.74,182.72,181.11,181.1
2014-02-14,182.96,183.98,184.36,182.58,97153409.0,183.98,183.96,182.96,182.95
2014-02-18,184.03,184.23,184.49,183.1507,79007929.0,184.25,184.22,184.04,184.03
2014-02-19,183.78,183.26,184.95,182.87,125219929.0,183.27,183.26,183.79,183.77
2014-02-20,183.26,184.09,184.52,182.6,102634966.0,184.11,184.08,183.26,183.25
2014-02-21,184.34,183.86,184.89,183.7,117855292.0,183.88,183.85,184.34,184.33
2014-02-24,184.36,184.83,186.15,183.8846,112634271.0,184.85,184.82,184.36,184.35
2014-02-25,184.93,185.25,185.59,155.6191,115097882.0,185.29,185.25,184.94,184.93
2014-02-26,185.32,184.79,185.6,183.85,98013567.0,184.82,184.79,185.32,185.31
2014-02-27,184.59,185.89,186.07,156.0291,92112274.0,185.9,185.88,184.6,184.59
2014-02-28,185.7,186.37,187.15,162.73,149342650.0,186.37,186.32,185.7,185.69
2014-03-03,184.69,184.92,186.3,161.44,163249735.0,184.97,184.92,184.69,184.68
2014-03-04,186.68,187.47,188.0133,184.3801,167449076.0,187.5,187.47,186.67,186.66
2014-03-05,187.71,187.71,188.07,187.45,86647619.0,187.76,187.7,187.71,187.7
2014-03-06,188.12,188.17,188.61,187.61,80910968.0,188.18,188.17,188.12,188.1
2014-03-07,189.06,188.22,189.1,187.43,112333248.0,188.23,188.21,189.07,189.05
2014-03-10,187.88,188.11,188.34,153.77,73804891.0,188.11,188.09,187.89,187.88
2014-03-11,188.36,186.96,188.71,72.13,99020749.0,186.98,186.95,188.38,188.37
2014-03-12,186.41,187.25,187.39,106.0151,103062765.0,187.28,187.25,186.42,186.41
2014-03-13,187.67,185.2,187.99,184.66,153187515.0,185.22,185.18,187.67,187.66
2014-03-14,185.0,184.75,185.8,184.44,152243811.0,184.75,184.71,185.0,184.99
2014-03-17,185.36,186.45,187.28,184.6248,97078303.0,186.45,186.43,185.36,185.34
2014-03-18,186.82,187.5,187.91,186.02,99232186.0,187.53,187.51,186.82,186.81
2014-03-19,187.82,186.49,188.6,185.47,177397345.0,186.53,186.49,187.83,187.82
2014-03-20,186.02,187.65,187.93,185.1442,116601512.0,187.67,187.64,186.02,186.01
2014-03-21,187.58,186.12,189.0239,186.03,162125931.0,186.12,186.1,187.58,187.57
