date,open,close,high,low,volume,ask_close,bid_close,ask_open,bid_open
2016-01-20,185.03,186.9499,187.495,181.02,268752506.0,185.67,185.65,185.03,185.02
2016-01-21,186.21,186.69,188.87,184.64,174078749.0,186.6,186.58,186.22,186.21
2016-01-22,189.78,190.52,190.76,188.88,150174001.0,190.43,190.42,189.77,189.76
2016-01-25,189.92,187.64,190.15,187.41,114955467.0,187.53,187.52,189.93,189.92
2016-01-26,188.42,190.2,190.53,188.02,127934108.0,190.07,190.05,188.42,188.42
2016-01-27,189.58,188.13,191.56,187.06,172381321.0,188.03,188.02,189.58,189.57
2016-01-28,189.96,189.11,190.2,187.16,127947861.0,189.12,189.11,189.97,189.96
2016-01-29,190.02,193.22,193.88,189.88,180658237.0,193.52,193.51,190.02,190.01
2016-02-01,192.53,193.65,194.58,191.84,117932974.0,193.83,193.82,192.53,192.52
2016-02-02,191.96,190.16,191.97,189.54,164412849.0,190.45,190.44,191.96,191.95
2016-02-03,191.41,191.3,191.78,187.1,192649814.0,191.22,191.21,191.41,191.4
2016-02-04,190.71,191.6,192.75,189.96,124311054.0,191.44,191.42,190.72,190.71
2016-02-05,190.99,187.95,191.08,187.2,161787954.0,188.0,187.99,191.0,190.99
2016-02-08,185.77,185.42,186.12,182.8,177280154.0,185.48,185.48,185.78,185.76
2016-02-09,183.36,185.43,186.94,183.2,167809159.0,185.5,185.5,183.38,183.36
2016-02-10,186.41,185.27,188.34,185.12,134550393.0,185.11,185.1,186.42,186.41
2016-02-11,182.34,182.86,184.1,181.09,196278926.0,183.02,183.01,182.35,182.33
2016-02-12,184.96,186.63,186.65,183.96,115626746.0,186.53,186.52,184.98,184.96
2016-02-16,188.77,189.78,189.81,187.63,102364902.0,189.82,189.81,188.78,188.76
2016-02-17,191.16,192.88,193.32,191.01,123375988.0,192.82,192.81,191.16,191.15
2016-02-18,193.2,192.09,193.27,191.72,93693257.0,192.1,192.09,193.21,193.2
2016-02-19,191.17,192.0,192.18,190.45,103522623.0,192.0,191.98,191.17,191.17
2016-02-22,193.87,194.78,194.95,193.79,91303964.0,194.65,194.64,193.87,193.87
2016-02-23,194.0,192.32,194.32,192.18,97168194.0,192.44,192.42,194.02,194.01
2016-02-24,190.63,193.2,193.53,189.32,141821816.0,193.42,193.41,190.63,190.62
2016-02-25,193.73,195.54,195.55,192.83,100279156.0,195.6,195.59,193.73,193.72
2016-02-26,196.57,195.1,196.68,194.9,114713439.0,194.91,194.9,196.57,196.55
2016-02-29,195.11,194.81,196.23,193.33,108967583.0,193.5,193.47,195.1,195.09
2016-03-01,195.01,198.11,198.21,194.4542,129729726.0,198.23,198.21,195.01,195.0
2016-03-02,197.74,199.0,199.06,197.25,90797451.0,199.03,199.02,197.74,197.73
2016-03-03,198.79,199.775,199.795,198.11,90157974.0,199.73,199.72,198.78,198.77
2016-03-04,200.01,200.43,201.35,199.03,109026360.0,200.35,200.34,200.02,200.0
2016-03-07,199.34,200.59,201.07,199.25,84509935.0,200.67,200.66,199.36,199.35
2016-03-08,199.32,198.4,199.92,198.21,112092045.0,198.68,198.66,199.33,199.32
2016-03-09,199.36,199.38,199.79,198.43,82743737.0,199.5,199.5,199.37,199.36
2016-03-10,199.96,199.54,201.07,197.38,139410167.0,199.56,199.55,199.96,199.95
2016-03-11,201.26,202.76,202.81,199.5179,116832905.0,202.58,202.58,201.26,201.25
2016-03-14,202.16,202.5,203.04,201.77,67294508.0,202.48,202.47,202.16,202.15
2016-03-15,201.36,202.17,202.2,201.05,85983216.0,202.1,202.1,201.36,201.35
2016-03-16,201.6,203.34,203.82,201.55,117149731.0,203.27,203.27,201.61,201.6
2016-03-17,203.24,204.63,205.23,202.77,118355011.0,204.79,204.78,203.24,203.23
2016-03-18,204.17,204.38,204.78,203.8,121019426.0,204.39,204.38,204.18,204.17
2016-03-21,204.07,204.6,204.94,203.8,66141283.0,204.78,204.74,204.08,204.07
2016-03-22,203.76,204.7,205.23,203.57,84365638.0,204.74,204.72,203.75,203.74
2016-03-23,204.11,203.2092,204.33,203.01,71859734.0,203.35,203.34,204.12,204.11
2016-03-24,202.0,203.12,203.16,201.74,72200228.0,203.22,203.21,202.0,201.99
2016-03-28,203.61,203.24,203.86,202.705,56795520.0,203.27,203.26,203.6,203.59
2016-03-29,202.76,205.1208,205.25,202.4,86138697.0,205.17,205.15,202.78,202.76
2016-03-30,206.3,206.02,206.87,205.59,76773561.0,206.07,206.06,206.3,206.29
2016-03-31,205.91,205.52,206.41,205.33,78969606.0,205.54,205.52,205.92,205.91
2016-04-01,204.35,206.92,207.14,203.98,95658470.0,206.85,206.84,204.34,204.33
2016-04-04,206.83,206.25,207.07,205.89,57544495.0,206.21,206.2,206.84,206.83
2016-04-05,204.67,204.1892,205.26,203.89,83754816.0,204.28,204.26,204.68,204.66
2016-04-06,204.29,206.42,206.49,203.98,83607665.0,206.32,206.31,204.3,204.29
2016-04-07,205.14,203.95,205.56,203.09,104653913.0,204.08,204.06,205.16,205.14
2016-04-08,205.34,204.4992,205.85,203.87,86382046.0,204.47,204.46,205.34,205.34
2016-04-11,205.25,204.0201,206.07,203.91,76240833.0,203.97,203.96,205.25,205.24
2016-04-12,204.22,205.92,206.25,203.7,105096194.0,205.88,205.87,204.21,204.2
2016-04-13,207.0,208.0008,208.1,206.84,87209013.0,207.99,207.97,207.01,207.0
2016-04-14,208.07,208.01,208.6,207.6,56962091.0,208.03,208.01,208.08,208.07
2016-04-15,208.01,207.78,208.11,207.4,70240782.0,207.89,207.87,208.02,208.01
2016-04-18,207.14,209.2392,209.28,207.0,70884689.0,209.15,209.14,207.13,207.12
2016-04-19,209.74,209.91,210.2,208.94,81986113.0,209.82,209.79,209.74,209.73
2016-04-20,209.95,210.1,210.92,209.39,68561484.0,210.15,210.14,209.96,209.95
2016-04-21,210.12,208.97,210.25,208.65,72352510.0,209.21,209.21,210.14,210.12
2016-04-22,208.55,208.97,209.29,207.91,85905792.0,208.91,208.9,208.57,208.56
2016-04-25,208.26,208.61,208.66,207.54,56539082.0,208.59,208.57,208.27,208.26
2016-04-26,209.04,208.5767,209.52,208.36,67914572.0,209.29,209.27,209.06,209.04
2016-04-27,208.47,208.52,209.81,208.05,69163392.0,209.6,209.58,208.47,208.46
2016-04-28,208.46,207.4475,209.76,206.96,86604164.0,207.42,207.41,208.46,208.45
2016-04-29,206.72,206.3308,207.13,205.03,121927038.0,206.6,206.59,206.71,206.71
2016-05-02,206.92,207.97,208.18,206.41,58208650.0,207.89,207.88,206.93,206.92
2016-05-03,206.52,206.21,206.8,205.28,95201331.0,206.17,206.16,206.52,206.51
2016-05-04,204.99,205.01,205.85,204.42,81468478.0,205.12,205.11,205.0,204.99
2016-05-05,205.56,204.97,205.98,204.47,60918697.0,204.84,204.83,205.58,205.56
2016-05-06,204.06,205.535,205.77,203.88,74786491.0,205.86,205.85,204.05,204.05
2016-05-09,205.57,205.8892,206.4,205.36,62680361.0,206.0,205.99,205.57,205.56
2016-05-10,206.72,208.5,208.5,206.64,69622872.0,208.25,208.24,206.71,206.69
2016-05-11,207.91,206.5,208.54,206.5,74181062.0,206.49,206.48,207.92,207.91
2016-05-12,207.29,206.56,207.4899,205.37,82245077.0,206.48,206.47,207.3,207.29
2016-05-13,206.21,204.76,206.86,204.38,87364839.0,204.84,204.83,206.22,206.22
2016-05-16,204.96,206.78,207.34,204.89,71872829.0,206.83,206.82,204.98,204.96
2016-05-17,206.46,204.8508,206.8,204.23,104950111.0,204.83,204.82,206.47,206.46
2016-05-18,204.44,204.91,206.3,203.63,114765708.0,204.77,204.76,204.45,204.44
2016-05-19,204.06,204.2,204.54,202.78,109759282.0,204.23,204.22,204.06,204.04
2016-05-20,204.92,205.49,206.1,204.86,92599038.0,205.55,205.53,204.94,204.92
2016-05-23,205.51,205.21,205.84,204.985,52192020.0,205.17,205.15,205.5,205.49
2016-05-24,206.17,207.87,208.24,206.14,83775811.0,207.9,207.89,206.17,206.17
2016-05-25,208.67,209.28,209.77,208.62,71366291.0,209.31,209.3,208.67,208.67
2016-05-26,209.44,209.34,209.71,208.97,47697492.0,209.4,209.39,209.46,209.45
2016-05-27,209.53,210.24,210.25,209.47,53577127.0,210.27,210.27,209.54,209.53
2016-05-31,210.56,209.84,210.69,209.18,89656055.0,209.84,209.83,210.57,210.55
2016-06-01,209.12,210.27,210.48,208.89,63876493.0,210.28,210.28,209.14,209.12
2016-06-02,209.8,210.91,210.93,209.2399,56151311.0,210.91,210.9,209.82,209.8
2016-06-03,210.25,210.28,210.69,208.86,89402863.0,210.29,210.28,210.26,210.25
2016-06-06,210.7,211.35,211.77,210.51,57022919.0,211.38,211.37,210.71,210.69
2016-06-07,211.525,211.68,212.34,211.5,52613113.0,211.69,211.67,211.53,211.52
2016-06-08,211.84,212.39,212.52,211.6899,57987866.0,212.36,212.35,211.83,211.82
2016-06-09,211.51,212.04,212.22,211.19,72540397.0,211.93,211.92,211.51,211.5
2016-06-10,210.46,210.1891,210.86,209.43,100490732.0,210.12,210.1,210.46,210.45
2016-06-13,209.36,208.42,210.37,208.35,106715853.0,208.14,208.12,209.38,209.36
2016-06-14,208.0,208.04,208.74,206.9199,112873960.0,208.1,208.09,208.01,208.0
2016-06-15,208.54,207.75,209.36,207.53,93810231.0,207.73,207.72,208.54,208.53
2016-06-16,206.73,208.37,208.57,205.59,138570580.0,208.33,208.33,206.73,206.72
2016-06-17,207.17,206.52,207.4092,205.75,108121377.0,206.66,206.64,207.17,207.17
2016-06-20,208.82,207.85,209.61,207.75,74187905.0,207.81,207.8,208.82,208.81
2016-06-21,208.3,208.44,208.92,207.78,65924078.0,208.47,208.46,208.29,208.27
2016-06-22,208.65,208.1,209.5,207.93,89062501.0,208.1,208.08,208.66,208.65
2016-06-23,209.81,210.87,210.87,209.27,88152722.0,211.86,211.85,209.82,209.81
2016-06-24,203.63,203.13,206.905,202.72,292660006.0,202.37,202.35,203.63,203.62
2016-06-27,201.59,199.6,201.6,198.65,215600656.0,199.32,199.32,201.59,201.58
2016-06-28,201.48,203.1997,203.23,201.12,144429332.0,203.18,203.17,201.49,201.49
2016-06-29,204.84,206.66,206.93,204.72,121746933.0,206.78,206.77,204.82,204.82
2016-06-30,207.21,209.475,209.54,206.56,140502509.0,209.18,209.16,207.22,207.21
2016-07-01,209.36,209.9208,210.49,209.29,92225852.0,209.95,209.93,209.37,209.36
2016-07-05,208.95,208.41,209.08,207.71,99633641.0,208.47,208.46,208.96,208.95
2016-07-06,207.83,209.66,209.8,207.06,87709579.0,209.59,209.58,207.83,207.82
2016-07-07,209.87,209.526,210.6495,208.63,76012191.0,209.48,209.47,209.87,209.87
2016-07-08,211.05,212.64,212.94,210.7785,114690407.0,212.58,212.57,211.06,211.05
2016-07-11,213.19,213.4,214.07,212.95,67205391.0,213.42,213.41,213.19,213.18
2016-07-12,214.53,214.95,215.3,214.25,91264027.0,214.97,214.96,214.53,214.51
2016-07-13,215.44,214.92,215.45,214.35,79431831.0,214.98,214.97,215.45,215.44
2016-07-14,216.4,216.12,216.67,215.66,81384617.0,216.11,216.09,216.4,216.39
2016-07-15,216.78,215.83,216.82,215.308,88493952.0,215.93,215.91,216.78,216.78
2016-07-18,215.97,216.4092,216.6,215.67,48790140.0,216.39,216.38,215.98,215.97
2016-07-19,215.92,216.19,216.23,215.63,43696163.0,216.22,216.21,215.93,215.92
2016-07-20,216.75,217.085,217.37,216.24,52397763.0,217.09,217.08,216.76,216.75
2016-07-21,216.96,216.265,217.22,215.75,62602011.0,216.25,216.24,216.95,216.94
2016-07-22,216.41,217.24,217.3,216.1,53079231.0,217.19,217.18,216.41,216.4
2016-07-25,217.0,216.65,217.06,215.97,51365451.0,216.56,216.56,217.0,216.99
2016-07-26,216.53,216.75,217.17,215.76,65010797.0,216.72,216.71,216.54,216.53
2016-07-27,217.19,216.52,217.27,215.62,73181202.0,216.51,216.5,217.19,217.17
2016-07-28,216.29,216.77,217.11,215.75,59018906.0,216.83,216.82,216.29,216.28
2016-07-29,216.46,217.12,217.54,216.13,68586659.0,217.26,217.25,216.48,216.46
2016-08-01,217.19,216.94,217.65,216.405,65826495.0,216.92,216.91,217.2,217.19
2016-08-02,216.65,215.5492,216.83,214.57,86756007.0,215.69,215.69,216.65,216.65
2016-08-03,215.48,216.18,216.245,215.13,46091703.0,216.03,216.02,215.48,215.47
2016-08-04,216.31,216.4097,216.78,214.25,40147209.0,216.38,216.37,216.31,216.29
2016-08-05,217.21,218.17,218.23,217.07,66351291.0,218.12,218.11,217.23,217.21
2016-08-08,218.4,218.05,218.52,217.74,36404989.0,217.96,217.96,218.41,218.4
2016-08-09,218.13,218.18,218.76,217.8,48029496.0,218.22,218.21,218.13,218.12
2016-08-10,218.31,217.64,218.4038,217.23,52802251.0,217.64,217.63,218.3,218.29
2016-08-11,218.26,218.65,218.94,217.95,65859368.0,218.64,218.64,218.27,218.26
2016-08-12,218.29,218.46,218.71,217.99,49845733.0,218.5,218.5,218.29,218.29
2016-08-15,218.89,219.09,219.5,218.88,45683999.0,219.1,219.09,218.9,218.9
2016-08-16,218.6,217.97,218.68,217.96,48440990.0,218.07,218.06,218.59,218.58
2016-08-17,218.0,218.38,218.53,217.02,69027854.0,218.44,218.43,218.01,218.0
2016-08-18,218.34,218.86,218.9,218.21,48790043.0,218.85,218.84,218.34,218.33
2016-08-19,218.31,218.54,218.75,217.74,68219835.0,218.55,218.55,218.32,218.31
2016-08-22,218.26,218.53,218.8,217.83,55681429.0,218.53,218.52,218.27,218.26
2016-08-23,219.25,218.97,219.6,218.9,49042603.0,218.98,218.98,219.25,219.24
2016-08-24,218.8,217.85,218.91,217.36,63711374.0,217.99,217.98,218.82,218.81
2016-08-25,217.4,217.9801,218.19,217.22,62923984.0,217.81,217.8,217.4,217.39
2016-08-26,217.92,217.29,219.12,216.25,115741061.0,217.29,217.28,217.92,217.91
2016-08-29,217.44,218.0598,218.665,217.4,60685370.0,218.39,218.38,217.44,217.44
2016-08-30,218.26,218.0,218.59,217.35,52548771.0,217.98,217.97,218.26,218.25
2016-08-31,217.61,217.38,217.75,216.465,71499862.0,217.45,217.44,217.64,217.63
2016-09-01,217.37,217.39,217.73,216.03,88864393.0,217.3,217.29,217.37,217.36
2016-09-02,218.39,218.37,218.87,217.7,70014160.0,218.37,218.36,218.41,218.39
2016-09-06,218.7,218.99,219.12,217.86,48312838.0,219.07,219.06,218.7,218.69
2016-09-07,218.84,219.01,219.22,218.3,72040620.0,219.02,219.01,218.83,218.82
2016-09-08,218.62,218.51,218.94,218.15,67031716.0,218.59,218.59,218.62,218.61
2016-09-09,216.97,213.28,217.03,213.25,198002361.0,213.33,213.32,216.96,216.95
2016-09-12,212.39,216.34,216.81,212.31,157414343.0,216.41,216.4,212.38,212.37
2016-09-13,214.84,213.23,215.1499,212.5,165681094.0,213.37,213.35,214.83,214.82
2016-09-14,213.29,213.15,214.7,212.5,122632715.0,213.0,213.0,213.31,213.29
2016-09-15,212.96,215.28,215.73,212.75,128238195.0,215.04,215.03,212.97,212.96
2016-09-16,213.48,213.37,213.69,212.57,142564724.0,213.51,213.5,213.48,213.47
2016-09-19,214.13,213.41,214.88,213.03,74805885.0,213.44,213.42,214.13,214.13
2016-09-20,214.41,213.42,214.59,213.38,62600263.0,213.42,213.41,214.42,214.41
2016-09-21,214.24,215.82,216.03,213.44,104111450.0,215.85,215.84,214.24,214.22
2016-09-22,217.0,217.18,217.53,216.71,69827057.0,217.01,217.0,217.01,216.99
2016-09-23,216.72,215.99,216.88,215.88,63753752.0,216.05,216.03,216.71,216.71
2016-09-26,215.02,214.24,215.23,214.01,80329580.0,214.31,214.3,215.05,215.04
2016-09-27,214.05,215.57,215.68,213.62,68051160.0,215.58,215.57,214.06,214.05
2016-09-28,215.83,216.64,216.82,214.71,79447761.0,216.54,216.52,215.84,215.83
2016-09-29,216.4,214.68,216.87,214.04,115786177.0,215.04,215.03,216.42,216.41
2016-09-30,215.65,216.3,217.12,215.36,96818170.0,216.44,216.43,215.65,215.64
2016-10-03,215.82,215.78,216.04,215.04,74536072.0,215.8,215.78,215.82,215.81
2016-10-04,215.91,214.68,216.17,213.99,113706835.0,214.76,214.75,215.92,215.91
2016-10-05,215.41,215.63,216.13,215.33,63347328.0,215.73,215.72,215.41,215.4
2016-10-06,215.37,215.78,216.04,214.735,56769867.0,216.0,215.99,215.37,215.36
2016-10-07,216.1,215.04,216.3,214.19,79044294.0,215.01,215.0,216.1,216.08
2016-10-10,216.155,216.16,216.7,215.985,47135675.0,216.07,216.06,216.15,216.15
2016-10-11,215.66,213.43,215.74,212.58,120336455.0,213.81,213.8,215.67,215.66
2016-10-12,213.59,213.71,214.32,213.01,66035241.0,213.64,213.63,213.6,213.59
2016-10-13,212.16,213.01,213.59,211.21,90946287.0,213.01,213.0,212.17,212.16
2016-10-14,214.15,213.12,214.69,213.03,80399405.0,213.02,213.01,214.16,214.16
2016-10-17,213.09,212.38,213.39,212.17,53100180.0,212.73,212.72,213.09,213.08
2016-10-18,214.24,213.71,214.31,213.27,66746508.0,213.46,213.46,214.26,214.26
2016-10-19,214.02,214.28,214.64,213.6,57631426.0,214.24,214.23,214.03,214.02
2016-10-20,213.87,213.88,214.53,213.11,67682728.0,214.1,214.09,213.87,213.86
2016-10-21,212.96,213.98,214.08,212.76,79237824.0,213.97,213.96,212.96,212.95
2016-10-24,215.0,214.89,215.32,214.48,52668859.0,214.77,214.76,214.96,214.96
2016-10-25,214.68,214.17,214.98,213.98,59853722.0,214.22,214.21,214.69,214.68
2016-10-26,213.21,213.74,214.42,212.93,72634252.0,213.87,213.86,213.21,213.2
2016-10-27,214.58,213.17,214.62,213.08,69492327.0,212.96,212.95,214.6,214.59
2016-10-28,213.14,212.54,213.93,211.71,130476586.0,212.86,212.84,213.14,213.13
2016-10-31,212.93,212.55,213.19,212.36,54721097.0,212.81,212.8,212.94,212.93
2016-11-01,212.93,211.01,212.99,209.6,113634016.0,211.06,211.06,212.93,212.92
2016-11-02,210.65,209.74,211.1,209.23,91151569.0,209.68,209.67,210.67,210.66
2016-11-03,209.99,208.78,210.24,208.46,81814231.0,208.92,208.91,210.01,210.0
2016-11-04,208.91,208.55,209.89,208.38,95677475.0,208.66,208.65,208.92,208.91
2016-11-07,211.45,213.15,213.19,211.3,95356978.0,213.39,213.39,211.45,211.45
2016-11-08,212.69,214.11,214.77,212.38,97528170.0,214.1,214.09,212.7,212.7
2016-11-09,212.37,216.3792,217.1,212.34,216930271.0,216.37,216.35,212.37,212.35
2016-11-10,217.3,216.92,218.31,215.22,158631747.0,216.89,216.88,217.33,217.32
2016-11-11,216.08,216.42,216.7,215.32,85627037.0,216.6,216.59,216.11,216.09
2016-11-14,217.03,216.59,217.27,215.72,86134228.0,216.51,216.5,217.02,217.02
2016-11-15,217.04,218.28,218.28,216.8,80315837.0,218.39,218.38,217.04,217.03
2016-11-16,217.56,217.87,218.14,217.42,60186173.0,217.85,217.84,217.57,217.56
2016-11-17,218.05,218.99,219.06,217.92,62140700.0,219.03,219.0,218.05,218.04
2016-11-18,219.07,218.5,219.27,218.29,79062216.0,218.51,218.49,219.07,219.06
2016-11-21,219.17,219.94,220.18,219.0,61672301.0,219.84,219.83,219.17,219.15
2016-11-22,220.51,220.58,220.79,219.73,60289623.0,220.64,220.63,220.52,220.51
2016-11-23,219.98,220.7,220.76,219.75,50106075.0,220.65,220.64,219.98,219.97
2016-11-25,221.1,221.52,221.56,221.01,30972950.0,221.69,221.68,221.1,221.09
2016-11-28,221.16,220.48,221.48,220.36,64737859.0,220.6,220.59,221.18,221.17
2016-11-29,220.52,220.91,221.44,220.17,60058525.0,220.91,220.9,220.53,220.52
2016-11-30,221.63,220.38,221.82,220.31,90242353.0,220.41,220.4,221.63,221.62
2016-12-01,220.73,219.57,220.73,219.15,72965489.0,219.75,219.73,220.71,220.69
2016-12-02,219.67,219.68,220.25,219.26,65375239.0,219.8,219.79,219.67,219.66
2016-12-05,220.65,221.0,221.4,220.42,63431528.0,221.15,221.12,220.66,220.65
2016-12-06,221.22,221.7,221.7441,220.662,54495152.0,221.72,221.71,221.22,221.21
2016-12-07,221.52,224.18,224.67,221.38,100603361.0,224.23,224.22,221.53,221.51
2016-12-08,224.57,225.15,225.7,224.26,86804198.0,225.3,225.29,224.58,224.57
2016-12-09,225.41,226.51,226.53,225.37,75739332.0,226.51,226.5,225.41,225.41
2016-12-12,226.4,226.25,226.96,225.76,83550824.0,226.29,226.28,226.4,226.39
2016-12-13,227.02,227.76,228.34,227.0,98382738.0,227.87,227.86,227.02,227.01
2016-12-14,227.41,225.88,228.23,225.365,130801869.0,226.17,226.16,227.41,227.39
2016-12-15,226.16,226.81,227.81,226.01,116066924.0,226.99,226.97,226.15,226.13
2016-12-16,226.01,225.99,226.08,224.67,133318935.0,225.16,225.15,226.01,226.0
2016-12-19,225.25,225.53,226.02,225.08,78823180.0,225.53,225.52,225.26,225.25
2016-12-20,226.15,226.4,226.57,225.88,95860479.0,226.27,226.26,226.16,226.15
2016-12-21,226.25,225.77,226.45,225.77,60877367.0,225.84,225.83,226.26,226.25
2016-12-22,225.6,225.38,225.74,224.92,52226453.0,225.56,225.54,225.6,225.59
2016-12-23,225.43,225.71,225.72,225.21,30485165.0,225.72,225.71,225.44,225.43
2016-12-27,226.02,226.27,226.73,226.0,35632855.0,226.01,226.0,226.02,226.01
2016-12-28,226.57,224.4,226.59,224.27,55644044.0,224.47,224.46,226.57,226.56
2016-12-29,224.48,224.35,224.89,223.84,44840877.0,224.47,224.46,224.48,224.47
2016-12-30,224.73,223.53,224.83,222.73,87216531.0,223.36,223.34,224.73,224.72
2017-01-03,225.04,225.24,225.83,223.8837,78447407.0,225.23,225.22,225.04,225.04
2017-01-04,225.62,226.58,226.75,225.61,70483923.0,226.42,226.41,225.62,225.61
2017-01-05,226.27,226.4,226.58,225.48,72639902.0,226.49,226.48,226.28,226.26
2017-01-06,226.53,227.21,227.75,225.9,62763047.0,227.33,227.32,226.53,226.51
2017-01-09,226.91,226.46,227.0701,226.4163,43478485.0,226.61,226.6,226.9,226.89
2017-01-10,226.48,226.46,227.45,226.01,56618545.0,226.42,226.4,226.49,226.48
2017-01-11,226.36,226.38,227.1,225.59,65588932.0,227.1,227.09,226.36,226.35
2017-01-12,226.5,226.53,226.75,224.955,66719228.0,226.53,226.52,226.51,226.5
2017-01-13,226.73,227.05,227.4,226.69,48131954.0,227.17,227.16,226.74,226.72
2017-01-17,226.31,226.25,226.78,225.8,52534602.0,226.34,226.32,226.31,226.3
2017-01-18,226.535,226.75,226.8,225.9,47087092.0,226.76,226.76,226.54,226.52
2017-01-19,226.84,225.7599,227.0,225.41,61575825.0,226.13,226.1,226.85,226.84
2017-01-20,226.7,226.74,227.31,226.05,108691355.0,226.65,226.64,226.7,226.69
2017-01-23,226.35,226.15,226.805,225.27,65384256.0,226.21,226.2,226.36,226.34
2017-01-24,226.4,227.6,228.08,226.27,81464346.0,227.53,227.52,226.41,226.4
2017-01-25,228.7,228.7,229.57,228.51,67449258.0,229.41,229.4,228.7,228.69
2017-01-26,229.4,229.42,229.71,229.01,53637949.0,229.47,229.45,229.4,229.4
2017-01-27,229.42,228.97,229.59,228.76,51473894.0,228.99,228.98,229.42,229.41
2017-01-30,228.17,227.55,228.2,226.41,70636850.0,227.62,227.61,228.17,228.16
2017-01-31,226.98,227.53,227.6,226.32,64047191.0,227.71,227.7,226.98,226.96
2017-02-01,228.255,228.28,228.59,226.94,68962648.0,227.64,227.63,228.26,228.24
2017-02-02,227.2,227.77,228.1,226.82,64316494.0,227.77,227.76,227.22,227.21
2017-02-03,228.82,229.34,229.55,228.46,65490085.0,229.4,229.39,228.82,228.81
2017-02-06,228.87,228.93,229.326,228.54,52144962.0,228.85,228.83,228.86,228.85
2017-02-07,229.38,228.94,229.6556,228.72,52850017.0,228.99,228.98,229.39,229.38
2017-02-08,228.61,229.24,229.39,228.31,44153114.0,229.3,229.29,228.61,228.6
2017-02-09,229.56,230.6,230.95,229.52,57326240.0,230.55,230.54,229.56,229.55
2017-02-10,231.0,231.51,231.77,230.88,53484589.0,231.48,231.47,231.02,231.01
2017-02-13,232.08,232.77,233.07,232.05,47323662.0,232.84,232.83,232.09,232.07
2017-02-14,232.56,233.7,233.71,232.16,63227805.0,233.77,233.76,232.56,232.55
2017-02-15,233.45,234.92,235.14,233.39,75311185.0,235.12,235.11,233.45,233.44
2017-02-16,234.96,234.72,235.155,233.85,77468296.0,234.77,234.76,234.96,234.95
2017-02-17,233.95,235.09,235.09,233.93,62472361.0,235.04,235.03,233.95,233.93
2017-02-21,235.52,236.49,236.69,235.51,70307705.0,236.24,236.22,235.54,235.52
2017-02-22,236.02,236.28,236.54,235.83,52730056.0,236.31,236.3,236.02,236.01
2017-02-23,236.88,236.44,236.9,235.56,67293296.0,236.6,236.6,236.89,236.88
2017-02-24,235.46,236.74,236.7932,235.41,67704336.0,236.64,236.63,235.46,235.44
2017-02-27,236.64,237.11,237.31,236.35,47565851.0,237.1,237.09,236.64,236.63
2017-02-28,236.67,236.47,236.95,236.015,69640972.0,236.44,236.43,236.68,236.67
2017-03-01,238.39,239.78,240.32,238.37,118112585.0,239.59,239.58,238.38,238.37
2017-03-02,239.56,238.27,239.57,238.21,63469277.0,238.45,238.44,239.56,239.55
2017-03-03,238.17,238.42,238.61,237.73,62543036.0,238.34,238.33,238.18,238.16
2017-03-06,237.5,237.71,238.12,237.01,47940787.0,237.76,237.75,237.5,237.48
2017-03-07,237.36,237.0,237.77,236.76,52501372.0,237.02,237.0,237.37,237.35
2017-03-08,237.34,236.56,237.64,236.4,64675668.0,236.72,236.7,237.34,237.33
2017-03-09,236.7,236.86,237.24,235.74,77843874.0,236.83,236.82,236.68,236.67
2017-03-10,237.97,237.69,238.02,236.59,67339905.0,237.48,237.47,237.97,237.96
2017-03-13,237.62,237.81,237.86,237.24,45266334.0,237.75,237.74,237.62,237.6
2017-03-14,237.18,236.9,237.24,236.19,52520906.0,237.09,237.08,237.2,237.19
2017-03-15,237.56,238.95,239.44,237.29,78918835.0,238.83,238.82,237.57,237.56
2017-03-16,239.11,238.48,239.2,238.1,71311862.0,238.6,238.59,239.11,239.09
2017-03-17,237.75,237.03,237.97,237.03,66852866.0,237.4,237.39,237.75,237.74
2017-03-20,237.03,236.77,237.36,236.32,47197790.0,236.78,236.77,237.04,237.03
2017-03-21,237.47,233.73,237.61,233.58,120050016.0,233.98,233.97,237.48,237.46
2017-03-22,233.77,234.28,234.61,233.05,86135121.0,234.09,234.08,233.77,233.76
2017-03-23,234.0,234.03,235.34,233.6,89500096.0,233.79,233.77,233.99,233.98
2017-03-24,234.38,233.86,235.04,232.96,97880518.0,233.95,233.94,234.38,234.37
2017-03-27,231.93,233.62,233.92,231.61,78246896.0,233.62,233.61,231.94,231.93
2017-03-28,233.27,235.32,235.81,233.14,78751699.0,235.08,235.07,233.27,233.26
2017-03-29,234.99,235.54,235.81,234.725,49706732.0,235.61,235.6,235.0,234.99
2017-03-30,235.47,236.29,236.52,235.27,47964290.0,236.33,236.32,235.49,235.48
2017-03-31,235.9,235.74,236.51,235.68,56424762.0,235.7,235.68,235.9,235.89
2017-04-03,235.8,235.33,236.03,233.91,75618379.0,235.48,235.47,235.81,235.79
2017-04-04,235.0,235.48,235.58,234.555,47684373.0,235.59,235.59,234.96,234.95
2017-04-05,236.26,234.78,237.39,234.54,96812589.0,234.53,234.52,236.25,236.24
2017-04-06,234.94,235.44,236.04,234.425,60284172.0,235.3,235.29,234.95,234.94
2017-04-07,235.15,235.2,236.0,234.64,58916137.0,235.21,235.2,235.16,235.14
2017-04-10,235.36,235.34,236.255,234.73,62548565.0,235.19,235.18,235.36,235.35
