close,high,low,open,volume,code,date
98.65625,98.65625,98.65625,98.65625,63,ZT=F,2000-06-02
98.8515625,98.8828125,98.8515625,98.8828125,5,ZT=F,2000-06-06
98.875,98.875,98.8671875,98.875,2,ZT=F,2000-06-07
98.8515625,98.8515625,98.8515625,98.8515625,2,ZT=F,2000-06-08
98.8671875,98.8671875,98.8203125,98.8203125,4,ZT=F,2000-06-09
98.8046875,98.8046875,98.8046875,98.8046875,1,ZT=F,2000-06-12
98.95313262939453,98.875,98.875,98.875,2,ZT=F,2000-06-13
98.95313262939453,99.01563262939453,98.9453125,98.95313262939453,68,ZT=F,2000-06-14
99.04688262939453,99.0625,99.01563262939453,99.0625,15,ZT=F,2000-06-15
99.0546875,99.0546875,99.03125,99.0546875,1,ZT=F,2000-06-16
99.1875,99.2109375,99.1875,99.2109375,61,ZT=F,2000-06-19
99.09375,99.1875,99.1875,99.1875,61,ZT=F,2000-06-20
99.0234375,99.0390625,99.01563262939453,99.03125,6,ZT=F,2000-06-21
98.9296875,98.9296875,98.92188262939453,98.92188262939453,3,ZT=F,2000-06-22
98.9609375,98.9609375,98.92188262939453,98.95313262939453,11,ZT=F,2000-06-23
98.8671875,98.8671875,98.85938262939453,98.8671875,2,ZT=F,2000-06-26
98.98438262939453,99.0,98.98438262939453,99.0,1,ZT=F,2000-06-27
98.9765625,99.0,98.9765625,98.98438262939453,25,ZT=F,2000-06-28
99.04688262939453,99.07813262939453,99.0078125,99.07813262939453,6,ZT=F,2000-06-29
99.1796875,99.1796875,99.09375,99.09375,87,ZT=F,2000-06-30
99.1640625,99.1640625,99.15625,99.1640625,1,ZT=F,2000-07-03
99.40625,99.42188262939453,99.34375,99.34375,342,ZT=F,2000-07-05
99.32813262939453,99.32813262939453,99.3046875,99.32813262939453,11,ZT=F,2000-07-06
99.25,99.26563262939453,99.25,99.26563262939453,15,ZT=F,2000-07-07
99.3125,99.3125,99.3125,99.3125,10,ZT=F,2000-07-10
99.32813262939453,99.35938262939453,99.29688262939453,99.34375,2,ZT=F,2000-07-11
99.28125,99.3359375,99.29688262939453,99.32813262939453,12,ZT=F,2000-07-12
99.3828125,99.2890625,99.2734375,99.2890625,170,ZT=F,2000-07-13
99.17188262939453,99.40625,99.3671875,99.40625,12,ZT=F,2000-07-14
99.17188262939453,99.1796875,99.17188262939453,99.17188262939453,1,ZT=F,2000-07-17
99.09375,99.09375,99.04688262939453,99.0625,28,ZT=F,2000-07-18
99.0703125,99.07813262939453,99.0703125,99.0703125,1,ZT=F,2000-07-19
99.0625,99.0625,99.0625,99.0625,1,ZT=F,2000-07-20
99.3125,99.3125,99.3125,99.3125,2,ZT=F,2000-07-21
99.2890625,99.3125,99.3046875,99.3125,2,ZT=F,2000-07-24
99.3046875,99.3125,99.3046875,99.3046875,1,ZT=F,2000-07-25
99.32813262939453,99.32813262939453,99.3203125,99.32813262939453,3,ZT=F,2000-07-26
99.35938262939453,99.375,99.32813262939453,99.32813262939453,3,ZT=F,2000-07-27
99.40625,99.40625,99.3828125,99.3828125,71,ZT=F,2000-07-28
99.3359375,99.3359375,99.3125,99.3359375,2,ZT=F,2000-07-31
99.34375,99.3671875,99.32813262939453,99.3515625,151,ZT=F,2000-08-01
99.4140625,99.4296875,99.40625,99.40625,3,ZT=F,2000-08-02
99.5,99.53125,99.48438262939453,99.5,156,ZT=F,2000-08-03
99.5234375,99.53125,99.5,99.5,156,ZT=F,2000-08-04
99.65625,99.6875,99.64063262939453,99.6875,33,ZT=F,2000-08-07
99.57813262939453,99.57813262939453,99.54688262939453,99.5625,14,ZT=F,2000-08-08
99.60938262939453,99.6328125,99.6328125,99.6328125,2,ZT=F,2000-08-09
99.59375,99.60938262939453,99.59375,99.60938262939453,154,ZT=F,2000-08-10
99.4921875,99.65625,99.59375,99.64063262939453,42,ZT=F,2000-08-11
99.5,99.5,99.46875,99.4765625,4,ZT=F,2000-08-14
99.46875,99.48438262939453,99.4453125,99.48438262939453,6,ZT=F,2000-08-15
99.3984375,99.4140625,99.40625,99.4140625,3,ZT=F,2000-08-16
99.40625,99.40625,99.3984375,99.40625,2,ZT=F,2000-08-17
99.4609375,99.4140625,99.40625,99.40625,2,ZT=F,2000-08-18
99.45313262939453,99.4609375,99.45313262939453,99.45313262939453,11,ZT=F,2000-08-21
99.45313262939453,99.46875,99.4453125,99.4453125,16,ZT=F,2000-08-22
99.4921875,99.5,99.4921875,99.4921875,1,ZT=F,2000-08-23
99.6015625,99.5625,99.5625,99.5625,1,ZT=F,2000-08-24
99.5859375,99.60938262939453,99.57813262939453,99.60938262939453,0,ZT=F,2000-08-25
99.546875,99.546875,99.546875,99.546875,3,ZT=F,2000-08-28
99.515625,99.515625,99.453125,99.453125,0,ZT=F,2000-08-30
99.6624984741211,99.6624984741211,99.6624984741211,99.6624984741211,1,ZT=F,2000-08-31
99.8031234741211,99.8031234741211,99.8031234741211,99.8031234741211,101,ZT=F,2000-09-05
99.703125,99.703125,99.6875,99.6875,1,ZT=F,2000-09-07
99.70313262939453,99.70313262939453,99.6875,99.6875,0,ZT=F,2000-09-08
